4.1393593,4.1506961,4.1507754,4.1454637,4.1464944,4.1294495,4.0939328,4.0982931,4.0976589,4.0955184,4.0941707,4.0967869,4.0959148,4.0997994,4.0957562,4.087432,4.0857672,4.0977382,4.0960733,4.0966283
4.0935364,4.0952806,4.090841,4.0949634,4.0906824,4.0971832,4.0739547,4.0808519,4.0782357,4.0779979,4.0785528,4.0801384,4.0771258,4.0841023,4.0783943,4.0710214,4.0664233,4.0788699,4.0768087,4.0781564
4.0787907,4.0776808,4.0715763,4.0787907,4.0726862,4.0812483,4.0722898,4.0791078,4.0766502,4.0765709,4.0772844,4.0786321,4.0757781,4.0827546,4.0770465,4.0697529,4.0651548,4.0773637,4.075461,4.0768087
4.0779186,4.0765709,4.0703872,4.0776808,4.0718935,4.0806933,4.0630143,4.0707043,4.067216,4.0680088,4.0695151,4.070625,4.0664233,4.074906,4.0687223,4.0615873,4.0554036,4.0680881,4.0658683,4.0678503
4.0704664,4.0676917,4.060953,4.0695151,4.062935,4.0727655,4.0240093,4.0354254,4.0278147,4.0322543,4.0375659,4.0366146,4.0274183,4.0425605,4.0330471,4.0275769,4.0154473,4.0285282,4.0256742,4.0299552
4.0389137,4.0300345,4.020204,4.0352669,4.0248814,4.0392308,3.9690695,3.9866693,3.9733505,3.983181,3.9934872,3.9897611,3.9741433,3.9979268,3.9841323,3.9807234,3.9607452,3.9743018,3.9708136,3.9780279
3.9961827,3.9788207,3.9646299,3.9883341,3.9733505,3.9935665,3.9512318,3.9710514,3.9564642,3.967801,3.9794549,3.9749361,3.9574948,3.983736,3.9690695,3.9660569,3.9439382,3.9576534,3.9540066,3.9620137
3.9830225,3.9634407,3.94814,3.9742226,3.9579705,3.9795342,3.9604281,3.9789,3.9655812,3.9762045,3.98659,3.9828639,3.9668497,3.9912674,3.9773144,3.9739847,3.9536895,3.9671668,3.9635993,3.97121
3.9907124,3.9727955,3.9582083,3.9826261,3.9674046,3.9877791,4.0557207,4.0654719,4.0631728,4.0637278,4.0646791,4.066344,4.0626179,4.070625,4.0645998,4.0576234,4.0522324,4.0645998,4.0626179,4.0645206
4.0675331,4.0655512,4.0590504,4.0670575,4.0608738,4.0703079,4.0935364,4.0961526,4.0967076,4.093695,4.0920302,4.0948842,4.0952013,4.0980553,4.0944085,4.0862428,4.08545,4.0977382,4.0959941,4.0960733
4.0929815,4.0962319,4.092268,4.095122,4.091713,4.0975004,4.0842609,4.0898896,4.089414,4.0871149,4.086005,4.0886212,4.0878284,4.091713,4.087432,4.0795042,4.0777601,4.0899689,4.0880662,4.0887005
4.0867185,4.0884626,4.0837059,4.0880662,4.0837852,4.0906031,4.134999,4.1346026,4.1395179,4.1326207,4.1269126,4.1319071,4.1376152,4.1332549,4.1331756,4.1232658,4.1291324,4.1405485,4.1395179,4.1372188
4.1268333,4.1367431,4.1361089,4.1319864,4.1323828,4.1336513,4.1690094,4.1656797,4.1738454,4.1636185,4.1548186,4.161478,4.1713085,4.161478,4.163777,4.1526781,4.1633806,4.1745589,4.1737661,4.1696436
4.1535501,4.1685337,4.1706743,4.1612401,4.1645698,4.1621915,4.1565627,4.1485556,4.1540258,4.1458601,4.1391215,4.1445917,4.1514889,4.1452259,4.1458601,4.1356332,4.1427683,4.1542636,4.153233,4.150379
4.1375359,4.1488727,4.1491898,4.1434818,4.1447502,4.1448295,4.1420548,4.1305594,4.1340477,4.1277054,4.1231073,4.1275468,4.1317486,4.1289739,4.1277847,4.1184298,4.122473,4.1343648,4.1329378,4.1312729
4.1216802,4.1299252,4.1284189,4.1261198,4.1255649,4.1280225,4.1289739,4.0952013,4.0942499,4.0920302,4.0910788,4.0933779,4.0926644,4.096549,4.092268,4.0841816,4.0822789,4.0945671,4.0926644,4.0932193
4.0905239,4.0921887,4.0875113,4.0918716,4.0875113,4.0944085,4.0887797,4.0032384,3.9907124,3.9986403,4.0074402,4.0045069,3.9904746,4.0116419,3.9991952,3.995152,3.9773937,3.9911088,3.9875413,3.9938836
4.0087086,3.993725,3.9808027,4.0020492,3.9883341,4.0068852,3.9581291,3.9746982,3.9603488,3.9713685,3.9827846,3.9785036,3.9613002,3.9869864,3.9724784,3.9694659,3.9479814,3.961538,3.9578912,3.9657398
